text,label
robert zemeckiss computergenerated spectacle about wirewalker philippe petits famous promenade between the twin towers lacks any sense of tension because everything about it feels fake,0
theres a good balance of the justices personal and professional lives here,1
makes the most of the dramatic possibilities inherent in an isolated coastal town as well as the scare potential of darkness fog and silent strangers bearing longshoremens hooks,1
brownsons documentary strongly suggests everyone is seeing the same thing in this sad ink blotexcept dolezal herself,1
a movie so oblivious to convention and structure that it seems like a jackson pollock splatterpainting without the crucial genius part,0
railroad worker revenge corrupt lawman and country star trace adkins that package should attract the eyes of fans of westerns and country music,1
works on multiple levels and arena who worked within a prison release arrangement while serving a life sentence creates an indelible sad character,1
bring hankie to this film,1
an eerie and a genuinely unsettling viewing experience,1
theres a parallel universe where del toro made hellboy you can find me there,0
if there are roving bands of rogue soldiers angry and distrustful neighbors and biker gangs running convenience stores would you be high and naked in the outdoor hot tub would you really be picking at old jealousies from the college days,0
the juxtaposition between the studiously aging talking heads and their bleakly youthful counterparts is often jarring,1
a delightful sequel to the charming animated film about the family pet who falls in love with a street dog,1
